"persons","age","contacted_by_phone","voted_last_election","donation"
1,25,0,1,535
1,89,0,0,2760
1,49,0,0,1789
1,51,0,1,0
1,30,0,0,2926
1,63,0,1,0
2,29,0,0,547
2,57,0,1,83
1,59,0,1,743
1,37,0,0,0
1,50,0,0,0
1,24,0,0,931
1,28,0,0,0
1,74,0,1,0
1,47,0,0,1118
2,44,0,1,2317
1,58,0,1,2831
1,27,0,0,3489
1,47,0,1,1046
1,25,0,1,0
1,84,0,0,2683
1,32,0,1,1131
1,76,0,1,0
1,33,0,0,0
2,28,0,1,348
1,91,0,0,0
2,89,0,0,0
1,54,0,0,0
1,86,0,1,0
1,48,0,1,0
2,32,0,1,1350
2,49,0,1,0
2,42,0,0,1400
1,40,0,1,2446
2,81,0,0,2241
1,41,0,1,4000
1,41,0,0,0
2,68,0,0,1512
1,22,0,0,891
2,32,0,1,3064
1,76,0,1,750
1,73,0,1,0
2,51,0,0,4000
1,36,0,0,243
1,87,0,1,1235
1,88,0,0,656
1,47,0,1,0
2,53,0,1,1548
2,38,0,0,198
2,62,0,1,520
2,51,0,1,0
1,39,0,1,2468
1,22,0,0,0
2,24,0,0,2400
1,39,0,0,0
1,64,0,1,1616
2,33,0,1,0
1,85,0,1,0
1,83,0,0,2175
2,22,0,0,609
1,34,0,0,3570
2,37,0,0,2138
1,21,0,1,207
1,37,0,0,0
1,41,0,1,0
1,24,0,0,0
1,24,0,0,0
2,43,0,0,471
1,49,0,1,0
2,38,0,0,1525
1,70,0,0,0
2,48,0,1,0
2,29,0,0,0
1,63,0,0,79
1,30,0,0,454
1,67,0,1,682
1,78,0,1,1137
2,75,0,1,1013
2,60,0,1,0
1,34,0,1,0
2,53,0,0,0
1,69,0,1,0
1,29,0,0,0
2,41,0,1,0
1,81,0,1,0
1,71,0,0,0
1,33,0,0,3823
1,60,0,1,803
2,35,0,1,645
2,43,0,0,627
1,69,0,1,1009
1,80,0,1,1344
2,50,0,1,1245
2,20,0,1,30
2,39,0,1,582
1,29,0,0,2880
1,41,0,1,0
1,74,0,0,0
1,58,0,0,0
1,58,0,0,0
1,58,0,0,0
1,29,0,0,1354
2,71,0,1,212
2,35,0,1,1365
1,51,0,0,0
1,44,0,0,0
2,56,0,1,0
1,55,0,1,0
2,30,0,1,0
2,52,0,1,0
2,57,0,1,0
1,39,0,1,0
1,45,0,0,0
1,44,0,0,0
1,35,0,0,0
1,34,0,0,0
2,37,0,1,0
1,80,0,0,342
2,37,0,0,0
2,56,0,0,0
1,71,0,1,515
2,65,0,0,0
1,42,0,1,1052
1,69,0,0,178
2,42,0,0,0
1,73,0,1,2326
2,50,0,0,757
1,53,0,0,2349
1,46,0,1,0
1,66,0,1,0
1,43,0,1,0
2,74,0,1,0
1,74,0,1,306
2,35,0,1,0
2,53,0,1,0
1,40,0,0,1705
2,53,0,1,0
1,42,0,1,0
2,57,0,1,1499
1,57,0,1,1416
1,48,0,0,0
1,44,0,1,0
1,42,0,0,0
1,38,0,0,4000
1,93,0,0,3155
2,78,0,1,1198
1,43,0,0,1185
1,78,0,1,0
1,41,0,0,1411
2,46,0,0,0
2,33,0,1,0
2,69,0,1,443
1,35,0,1,0
1,54,0,1,1773
1,54,0,1,2531
1,31,0,0,0
1,49,0,1,0
2,33,0,1,0
2,34,0,0,225
1,53,0,0,0
2,34,0,1,0
1,24,0,0,1233
2,46,0,0,2128
1,96,0,0,0
1,31,0,0,562
1,87,0,1,0
1,30,0,0,0
1,54,0,1,1317
1,40,0,0,0
1,46,0,1,0
1,28,0,1,1169
2,32,0,1,0
2,53,0,1,0
1,63,0,1,0
2,44,0,0,0
1,60,0,1,710
2,45,0,1,673
1,27,0,0,2102
1,54,0,0,537
1,79,0,0,0
1,36,0,1,0
2,37,0,0,0
1,79,0,1,0
1,48,0,1,0
1,80,0,0,3286
1,46,0,0,0
2,46,0,0,1338
2,41,0,0,0
1,44,0,1,3170
1,48,0,1,38
2,64,0,1,3936
1,28,0,0,0
1,31,0,0,2125
1,37,0,0,790
1,73,0,1,0
1,75,0,0,0
1,24,0,0,0
1,48,0,1,0
2,55,0,1,0
1,55,0,1,118
1,24,0,0,0
1,40,0,0,0
1,32,0,1,751
1,61,0,0,0
2,29,0,0,323
1,53,0,1,1129
1,51,0,1,0
1,64,0,0,0
2,42,0,1,0
1,24,0,0,0
1,32,0,0,0
1,41,0,0,0
2,73,0,0,0
1,41,0,0,497
1,54,0,0,2251
1,25,0,0,950
2,34,0,0,1220
1,28,0,1,915
1,43,0,0,25
1,61,0,1,0
1,54,0,1,0
1,77,0,1,0
1,88,0,0,0
2,59,0,1,0
1,92,0,0,1527
2,35,0,0,3112
2,80,0,0,0
1,31,0,0,0
1,43,0,0,0
2,55,0,1,1280
1,39,0,0,1102
1,70,0,1,1298
2,77,0,1,0
2,36,0,0,4000
1,64,0,0,0
2,74,0,1,0
2,35,0,0,2595
2,49,0,0,4000
1,34,0,0,0
1,36,0,0,1209
2,42,0,0,0
2,20,0,0,0
1,76,0,1,1321
2,30,0,0,0
1,81,0,0,433
2,50,0,0,1598
2,22,0,1,0
1,32,0,0,0
1,30,0,0,1395
1,44,0,1,2074
1,26,0,0,0
1,33,0,0,0
2,42,0,1,0
1,70,0,1,0
1,28,0,0,803
1,20,0,0,382
2,59,0,1,0
1,63,0,1,584
1,58,0,1,0
1,71,0,1,0
2,48,0,0,0
2,23,0,0,0
1,78,0,1,0
1,77,0,1,230
2,37,0,0,0
2,59,0,0,0
1,43,0,0,2285
1,43,0,0,2769
2,45,0,1,3886
1,52,0,0,617
1,29,0,1,0
1,38,0,0,0
2,43,0,0,0
1,30,0,0,0
1,34,0,0,1540
1,47,0,1,4000
1,70,0,1,0
1,52,0,0,0
1,69,0,1,3482
2,41,0,1,0
1,23,0,0,0
1,36,0,0,0
1,62,0,0,0
2,66,0,1,0
1,27,0,0,352
1,80,0,1,379
1,69,0,1,3444
2,94,0,0,0
1,28,0,0,0
2,50,0,1,2755
1,62,0,1,3875
2,35,0,0,0
2,46,0,1,2254
1,52,0,0,0
1,40,0,0,0
2,51,0,0,0
1,32,0,0,1612
2,39,0,0,0
1,85,0,0,1483
1,38,0,1,1501
1,53,0,1,646
2,34,0,0,0
1,50,0,1,0
2,35,0,0,0
1,68,0,0,4000
2,43,0,1,0
1,82,0,0,0
1,55,0,0,295
2,46,0,1,0
1,68,0,1,0
1,23,0,0,247
1,29,0,1,0
1,78,0,1,0
1,79,0,1,2257
2,29,0,1,0
2,38,0,1,1299
2,38,0,0,0
2,31,0,0,3694
2,59,0,1,0
2,22,0,0,0
1,73,0,0,41
1,69,0,1,3022
1,24,0,0,0
2,65,0,1,0
1,37,0,1,0
2,27,0,0,0
1,53,0,1,3780
1,50,0,1,0
2,38,0,0,0
2,56,0,0,2438
2,49,0,1,0
1,37,0,1,0
1,76,0,1,949
2,31,0,0,669
1,64,0,1,1246
2,50,0,0,0
1,55,0,1,1799
2,28,0,1,0
1,42,0,1,2515
1,50,0,1,2086
1,39,0,1,0
1,36,0,1,960
1,60,0,0,3306
1,49,0,0,0
2,52,0,1,0
2,80,0,0,0
1,33,0,1,1283
1,37,0,0,255
1,76,0,1,1334
1,39,0,0,329
1,84,0,0,1584
2,56,0,0,0
2,48,0,1,1076
1,42,0,1,0
2,34,0,1,3441
1,38,0,0,0
2,70,0,0,0
2,46,0,0,1810
2,23,0,0,0
2,34,0,0,0
2,33,0,0,565
2,47,0,1,1462
2,57,0,1,0
2,30,0,0,457
2,38,0,0,3472
1,58,0,1,0
1,57,0,1,366
1,38,0,1,130
2,63,0,0,0
1,37,0,1,0
1,40,0,0,0
1,59,0,1,0
2,28,0,0,3378
1,34,0,0,0
1,19,0,0,0
1,21,0,0,0
1,29,0,0,0
1,43,0,0,1420
1,73,0,1,359
1,43,0,1,0
2,58,0,1,1164
1,43,0,0,771
2,43,0,0,0
1,50,0,0,0
2,32,0,1,0
2,44,0,0,429
1,38,0,1,332
1,31,0,1,0
2,24,0,1,0
2,47,0,0,0
1,37,0,0,1367
1,47,0,1,0
2,45,0,1,1108
1,65,0,1,258
1,38,0,1,0
1,33,0,0,0
1,83,0,0,0
1,41,0,0,0
2,35,0,1,1257
2,36,0,0,0
1,30,0,0,0
1,30,0,0,1130
1,57,0,0,0
1,51,0,0,0
1,28,0,1,2431
2,50,0,0,4000
2,77,0,1,2698
1,71,0,1,3454
1,27,0,0,1207
2,76,0,1,0
2,37,0,0,0
1,31,0,0,1289
2,59,0,0,62
2,82,0,1,361
1,78,0,1,0
2,79,0,0,4000
2,79,0,0,0
1,71,0,1,276
1,52,0,1,780
1,53,0,0,0
1,84,0,0,13
1,43,0,1,0
2,72,0,1,2060
2,61,0,1,0
1,66,0,1,0
1,74,0,0,0
1,32,0,0,945
2,52,0,0,0
2,21,0,0,2099
2,59,0,1,0
1,32,0,0,0
1,37,0,0,3011
1,49,0,0,1055
1,68,0,1,0
2,46,0,0,2484
2,46,0,1,1259
1,47,0,1,0
2,78,0,0,0
1,66,0,1,4000
1,45,0,0,1849
2,47,0,0,54
2,56,0,1,251
1,38,0,0,1610
2,45,0,0,812
1,55,0,0,0
1,39,0,0,360
1,62,0,1,298
1,34,0,1,0
1,65,0,1,1482
1,49,0,0,0
1,22,0,0,1242
1,54,0,0,2720
2,69,0,0,0
1,33,0,0,3379
1,27,0,1,0
1,53,0,1,712
2,50,0,1,0
2,51,0,0,0
2,74,0,0,0
2,73,0,1,0
2,47,0,1,728
1,90,0,1,0
1,81,0,1,0
1,77,0,0,0
1,59,0,1,3482
1,39,0,0,0
2,63,0,0,2486
1,31,0,1,2991
1,73,0,0,0
2,75,0,1,2538
2,76,0,0,3040
2,55,0,0,1267
2,49,0,1,0
2,71,0,1,936
2,72,0,0,142
1,77,0,1,2290
2,35,0,0,2206
1,32,0,0,0
1,73,0,0,2437
2,27,0,0,0
1,38,0,0,705
2,37,0,1,1164
1,60,0,1,1141
2,75,0,0,177
1,32,0,0,3109
1,68,0,1,0
1,82,0,1,498
1,48,0,0,1324
1,41,0,1,0
1,84,0,0,0
2,71,0,1,0
2,77,0,1,2824
2,84,0,0,0
1,79,0,1,0
2,86,0,1,0
1,50,0,0,0
2,45,0,0,2218
1,33,0,0,0
2,21,0,0,814
2,78,0,1,0
1,68,0,0,0
1,26,0,0,3551
1,82,0,1,0
1,27,0,0,938
2,43,0,0,0
2,34,0,0,3804
1,79,0,0,287
2,25,0,0,0
1,34,0,0,835
1,39,0,0,0
1,47,0,0,0
1,74,0,1,0
2,66,0,0,0
1,50,0,1,420
2,22,0,0,0
1,72,0,1,1390
1,73,0,0,321
1,40,0,0,1550
2,83,0,1,0
1,32,0,0,1316
2,56,0,1,474
2,39,0,0,1575
1,42,0,0,1558
2,78,0,1,485
1,64,0,0,1975
1,72,0,0,3397
1,72,0,1,2956
1,84,0,1,0
1,26,0,0,2118
1,55,0,1,4000
1,58,0,0,2132
1,49,0,1,0
1,78,0,0,0
1,92,0,1,903
2,56,0,0,582
1,82,0,1,110
1,45,0,0,1221
1,83,0,0,0
1,83,0,0,0
2,36,0,1,137
2,68,0,0,3043
2,73,0,0,0
1,27,0,0,0
2,41,0,0,3557
2,83,0,0,1713
2,33,0,1,2976
2,45,0,0,0
1,27,0,1,0
1,32,0,0,3099
1,58,0,0,1593
2,43,0,1,1393
1,52,0,0,0
1,52,0,1,0
1,37,0,0,1844
2,28,0,0,0
1,69,0,1,0
2,26,0,0,143
1,84,0,0,0
2,52,0,1,0
1,54,0,1,1174
2,48,0,0,0
2,50,0,0,121
1,29,0,0,639
1,38,0,1,368
1,94,0,0,0
2,51,0,0,1308
2,39,0,0,0
2,48,0,0,0
1,48,0,1,0
2,30,0,0,0
2,42,0,1,0
2,59,0,0,0
2,40,0,1,0
1,61,0,1,4000
1,52,0,1,0
1,76,0,1,0
1,23,0,0,1504
2,65,0,1,0
2,28,0,0,759
1,31,0,1,0
1,29,0,0,0
1,38,0,0,1322
1,84,0,0,0
1,73,0,0,0
1,36,0,0,0
2,73,0,0,70
1,35,0,0,0
1,30,0,0,2364
1,92,0,0,1478
2,31,0,0,0
1,49,0,0,161
2,77,0,1,0
2,26,0,0,0
2,79,0,1,0
2,60,0,0,0
1,55,0,1,0
2,89,0,0,2532
1,32,0,0,0
2,90,0,1,1857
1,32,0,0,0
2,73,0,1,251
1,75,0,1,730
2,32,0,1,2629
1,35,0,1,800
1,44,0,0,2776
1,49,0,0,1049
1,41,0,0,0
1,80,0,1,0
2,70,0,1,871
2,79,0,1,0
1,50,0,1,0
1,26,0,0,2018
1,50,0,0,0
2,30,0,0,901
1,34,0,1,2705
1,35,0,1,41
1,78,0,1,2274
1,38,0,0,633
2,75,0,1,0
1,73,0,0,2613
2,87,0,0,927
1,54,0,1,0
2,52,0,1,1125
1,78,0,1,0
1,60,0,1,0
2,44,0,0,783
1,42,0,1,3970
1,55,0,1,0
1,66,0,1,0
1,24,0,0,965
2,30,0,0,751
1,79,0,0,0
1,48,0,0,0
1,83,0,0,823
1,29,0,0,0
1,48,0,1,690
1,37,0,1,4000
1,41,0,1,946
2,55,0,0,1602
2,53,0,1,0
2,49,0,1,0
2,24,0,0,0
1,59,0,0,3511
2,50,0,1,846
1,30,0,0,462
1,32,0,0,0
2,68,0,1,1507
1,77,0,1,0
1,90,0,0,229
2,54,0,0,521
1,34,0,1,0
1,44,0,1,207
1,38,0,1,2622
1,48,0,1,0
2,59,0,1,1659
1,42,0,1,2001
1,34,0,0,1642
1,82,0,0,283
2,27,0,0,1173
1,55,0,1,2719
1,65,0,1,2683
1,71,0,1,488
2,65,0,1,283
1,47,0,0,536
1,53,0,0,0
1,84,0,0,2224
1,44,0,1,1567
1,42,0,1,0
2,44,0,0,2252
2,50,0,0,0
1,34,0,1,0
1,24,0,0,0
1,59,0,1,0
1,49,0,0,0
1,50,0,0,2959
2,64,0,0,0
2,41,0,0,0
1,33,0,0,950
2,25,0,0,0
1,24,0,0,0
2,66,0,0,2657
1,59,0,1,0
1,38,0,0,629
2,27,0,0,1101
2,44,0,0,0
2,41,0,0,0
2,63,0,0,1815
2,34,0,0,0
2,57,0,0,0
1,51,0,1,371
1,87,0,0,0
2,51,0,1,733
1,37,0,1,337
2,48,0,0,469
1,54,0,1,0
1,35,0,0,3433
1,28,0,0,1799
1,48,0,0,0
1,24,0,0,1346
1,63,0,1,2128
2,77,0,1,0
1,61,0,1,0
1,75,0,1,2509
1,76,0,1,813
1,66,0,1,0
1,72,0,0,1566
2,69,0,1,0
2,47,0,1,416
1,77,0,0,0
1,23,0,0,0
1,66,0,0,929
1,28,0,1,1750
1,69,0,0,0
1,77,0,1,2018
1,22,0,0,1647
2,28,0,1,0
1,48,0,0,1998
2,46,0,0,0
1,42,0,1,2878
1,89,0,0,0
1,32,0,0,0
1,46,0,0,4000
1,30,0,0,1498
2,30,0,0,586
2,25,0,1,0
2,77,0,1,0
1,94,0,0,2866
2,52,0,0,136
1,49,0,0,0
1,90,0,1,2289
2,26,0,0,0
1,49,0,1,2135
1,72,0,1,0
2,45,0,0,2664
1,33,0,0,0
1,80,0,1,0
2,76,0,1,0
1,54,0,0,0
2,65,0,0,0
2,86,0,0,165
2,77,0,0,0
2,40,0,0,0
2,46,0,0,0
2,30,0,0,0
1,23,0,0,0
2,37,0,0,0
1,38,0,1,0
1,29,0,0,0
1,60,0,1,954
1,58,0,0,736
2,38,0,0,1447
2,77,0,1,2592
1,41,0,0,0
1,36,0,1,0
1,75,0,1,2475
1,34,0,0,0
2,43,0,0,0
2,45,0,0,0
2,26,0,0,0
1,51,0,1,0
1,63,0,0,3373
2,23,0,0,2660
2,44,0,0,1994
1,88,0,1,0
1,20,0,0,359
1,60,0,1,0
1,32,0,1,0
1,42,0,0,0
1,45,0,0,2409
2,37,0,0,0
2,56,0,1,0
2,24,0,0,0
1,26,0,0,2876
2,35,0,0,453
1,86,0,1,3920
1,41,0,1,0
1,50,0,0,57
2,35,0,1,1404
1,35,0,1,0
2,43,0,0,1910
2,42,0,0,0
2,54,0,1,495
1,50,0,1,4000
1,25,0,0,30
2,76,0,1,272
2,52,0,0,0
1,26,0,1,0
2,59,0,1,2240
1,73,0,1,0
2,82,0,1,0
2,27,0,0,2223
1,28,0,0,0
2,67,0,1,0
1,34,0,1,1248
2,64,0,1,0
1,54,0,0,275
1,43,0,0,3310
2,23,0,1,270
1,38,0,0,0
2,26,0,0,440
1,35,0,0,1717
1,49,0,0,2072
2,27,0,0,0
2,38,0,0,0
2,50,0,1,0
2,67,0,0,0
1,38,0,1,0
1,78,0,1,0
1,89,0,0,1796
1,76,0,0,0
1,50,0,0,1829
2,32,0,0,124
1,45,0,0,3035
2,62,0,1,0
1,84,0,0,680
2,45,0,0,0
2,52,0,0,0
1,78,0,1,0
2,64,0,1,0
1,74,0,0,0
2,75,0,1,476
1,68,0,1,0
1,29,0,1,1366
2,28,0,0,1356
1,51,0,1,1024
2,51,0,0,1360
2,39,0,1,0
1,76,0,1,0
2,37,0,0,0
1,55,0,0,0
1,50,0,0,0
2,51,0,1,2309
1,70,0,1,2306
1,58,0,0,0
1,47,0,0,2713
2,46,0,1,1725
2,28,0,0,0
1,39,0,0,3125
1,83,0,0,0
1,41,0,1,0
2,41,0,0,269
2,49,0,0,620
1,28,0,0,0
1,75,0,0,1629
2,70,0,0,0
2,27,0,0,2280
2,40,0,0,658
1,37,0,1,0
1,42,0,0,659
2,53,0,0,0
1,31,0,1,1007
2,75,0,1,1720
2,73,0,1,2587
2,47,0,1,0
1,39,0,1,0
2,49,0,1,0
2,78,0,1,0
1,71,0,0,1956
1,41,0,0,2996
1,20,0,0,368
1,32,0,0,622
1,69,0,1,676
2,64,0,1,1961
1,74,0,1,2135
2,50,0,0,1631
1,40,0,1,0
1,60,0,0,0
1,28,0,0,4000
2,68,0,0,0
1,25,0,0,0
1,89,0,0,0
2,32,0,1,4000
1,73,0,1,0
2,34,0,0,0
2,45,0,0,0
1,41,0,0,0
2,38,0,0,0
1,68,0,1,0
1,43,0,1,0
1,42,0,0,0
2,86,0,0,1646
2,80,0,1,1790
1,88,0,0,2338
1,75,0,0,0
1,71,0,0,887
2,69,0,0,3089
2,80,0,1,633
1,23,0,0,2239
1,65,0,0,0
1,69,0,1,0
2,40,0,1,0
2,31,0,1,1155
1,89,0,0,506
2,40,0,0,2386
1,22,0,0,0
1,36,0,0,0
2,28,0,0,4000
2,79,0,1,0
1,49,0,0,1327
1,44,0,0,1853
1,75,0,1,907
1,33,0,0,891
1,31,0,0,0
2,65,0,1,0
2,51,0,1,727
1,69,0,1,2179
1,32,0,1,0
1,68,0,0,0
1,49,0,0,758
1,22,0,0,0
2,57,0,0,0
1,33,0,0,0
1,38,0,0,2211
2,74,0,1,0
1,55,0,0,3289
2,34,0,1,0
1,48,0,0,850
1,54,0,1,53
1,38,0,0,0
1,38,0,0,0
2,53,0,1,0
2,47,0,0,2789
1,29,0,0,620
1,45,0,0,1240
2,52,0,0,4000
1,59,0,1,1564
1,42,0,0,0
1,27,0,0,1378
1,29,0,0,0
1,79,0,0,351
1,36,0,1,0
1,28,0,0,0
1,61,0,0,0
1,84,0,1,788
1,38,0,0,290
1,37,0,1,1068
1,53,0,1,0
2,31,0,1,0
1,34,0,1,977
1,48,0,1,1164
2,76,0,0,2340
2,75,0,0,0
1,54,0,0,0
2,32,0,1,2178
1,42,0,1,907
1,61,0,1,779
2,54,0,1,0
1,48,0,1,0
1,29,0,1,2241
2,45,0,1,0
2,70,0,0,0
2,51,0,1,0
2,74,0,1,0
1,86,0,1,1514
2,62,0,1,0
1,65,0,1,0
2,61,0,0,0
1,55,0,0,3365
2,55,0,1,0
1,73,0,1,2232
1,32,0,0,0
1,80,0,1,547
2,80,0,1,0
1,83,0,1,0
2,74,0,1,0
1,67,0,1,2515
2,50,0,1,1675
1,70,0,0,0
1,31,0,0,1332
1,67,0,1,0
1,28,0,0,0
2,83,0,1,760
2,24,0,0,0
2,56,0,0,1205
1,40,0,0,0
2,20,0,0,1821
1,34,0,1,0
2,20,0,0,0
2,20,0,0,0
2,54,0,0,72
1,45,0,1,0
1,34,0,0,0
1,87,0,0,0
2,74,0,1,1539
2,47,0,0,0
1,75,0,0,0
1,62,0,1,1542
2,51,0,1,0
1,77,0,1,2296
2,82,0,1,1686
1,33,0,0,2434
1,22,0,0,1807
2,40,0,1,4000
1,41,0,1,1102
1,92,0,0,0
1,32,0,0,749
2,83,0,1,0
2,63,0,0,2524
1,97,0,0,0
2,65,0,1,0
2,46,0,0,3387
2,50,0,0,0
1,35,0,0,2028
2,79,0,1,1525
1,87,0,1,1318
2,47,0,0,3394
1,81,0,1,2493
2,57,0,1,1318
2,40,0,0,0
1,34,0,1,853
2,44,0,1,0
1,49,0,0,2184
2,30,0,1,0
1,69,0,1,0
2,47,0,1,0
1,47,0,0,0
1,70,0,0,0
1,89,0,0,0
1,67,0,1,1151
1,43,0,1,0
2,30,0,1,0
1,33,0,1,1017
2,48,0,1,815
1,46,0,1,0
1,75,0,0,2964
2,41,0,0,0
1,86,0,1,518
2,57,0,1,0
1,47,0,0,0
1,45,0,1,1286
1,70,0,1,349
1,71,0,1,0
2,54,0,0,1374
1,53,0,0,0
1,58,0,1,996
1,81,0,1,0
1,82,0,0,0
2,60,0,1,0
1,93,0,0,0
1,66,0,1,1787
1,53,0,1,845
2,82,0,0,0
1,77,0,1,709
1,35,0,0,0
1,26,0,0,2222
1,82,0,1,0
2,53,0,0,94
1,35,0,0,0
2,32,0,1,3260
1,41,0,1,129
2,37,0,0,0
1,25,0,0,0
1,40,0,0,0
1,39,0,0,0
2,46,0,0,2198
1,43,0,0,1434
2,26,0,1,0
2,69,0,0,197
1,42,0,1,0
1,38,0,0,0
2,22,0,0,217
2,44,0,0,0
1,43,0,0,0
1,29,0,0,0
1,76,0,1,0
1,72,0,0,0
1,44,0,1,0
1,42,0,1,1435
1,50,0,0,2656
2,28,0,0,1561
1,36,0,0,4000
2,26,0,1,0
1,41,0,1,1714
1,60,0,1,0
1,30,0,0,4000
1,74,0,1,302
2,71,0,0,1431
1,80,0,1,0
1,70,0,1,2729
2,49,0,0,0
1,19,0,0,0
1,34,0,1,589
1,89,0,1,2167
1,80,0,1,239
2,76,0,1,0
2,48,0,1,0
2,52,0,1,0
1,83,0,1,0
1,84,0,0,0
1,70,0,1,149
2,30,0,1,2520
2,82,0,1,0
2,37,0,0,1541
1,25,0,0,1455
1,31,0,0,1242
1,60,0,1,0
2,68,0,1,0
1,41,0,0,1717
1,36,0,0,0
1,68,0,0,0
1,85,0,1,848
1,59,0,1,0
1,44,0,0,0
1,35,0,0,0
1,56,0,0,0
1,51,0,1,0
1,32,0,0,0
1,38,0,0,1725
2,23,0,1,0
2,93,0,0,0
1,56,0,0,0
2,56,0,0,600
1,27,0,1,0
1,56,0,0,2378
1,71,0,1,0
2,78,0,0,3229
1,26,0,0,0
1,56,0,1,0
1,60,0,1,0
1,69,0,0,1399
2,49,0,1,3031
1,90,0,0,0
1,38,0,0,2155
1,45,0,1,0
2,72,0,1,0
1,57,0,1,0
2,18,0,0,571
2,73,0,0,1113
1,81,0,1,0
2,47,0,0,0
2,81,0,0,0
1,29,0,0,3417
2,76,0,1,1209
1,79,0,1,1918
2,44,0,0,2866
2,43,0,1,1143
2,35,0,1,0
2,53,0,0,0
2,80,0,0,0
1,26,0,0,2082
1,39,0,0,0
2,37,0,0,0
2,43,0,0,2102
2,64,0,1,0
1,26,0,0,250
2,46,0,0,0
1,62,0,0,3255
1,85,0,0,1288
1,35,0,1,0
2,50,0,0,0
1,40,0,0,2692
1,22,0,0,906
2,49,0,1,209
1,30,0,1,0
2,33,0,0,0
1,79,0,1,0
2,47,0,1,0
1,40,0,0,3105
2,47,0,1,0
1,30,0,0,2089
1,30,0,0,1932
1,71,0,0,0
1,70,0,1,0
1,73,0,1,0
2,32,0,0,0
2,54,0,0,693
1,51,0,1,0
1,26,0,0,1923
2,38,0,1,1202
1,31,0,1,334
1,25,0,0,0
2,29,0,1,1605
2,77,0,1,3462
1,32,0,0,0
1,53,0,1,292
2,42,0,1,2278
2,41,0,1,1522
1,35,0,0,304
1,75,0,0,0
2,69,0,1,2203
2,37,0,1,3680
2,61,0,1,3399
2,69,0,0,830
2,44,0,0,1877
1,68,0,1,2161
1,42,0,1,3122
2,22,0,1,2085
1,57,0,0,0
2,60,0,0,0
1,52,0,1,0
1,80,0,1,1160
2,45,0,0,0
2,79,0,1,0
1,73,0,1,0
1,44,0,1,3248
2,46,0,0,0
2,53,0,1,0
2,29,0,0,1768
1,25,0,0,3857
1,37,0,0,0
1,30,0,1,0
1,76,0,0,170
1,22,0,0,1765
2,46,0,0,0
1,39,0,0,0
1,36,0,0,0
1,79,0,0,1873
1,54,0,0,0
1,86,0,1,0
2,32,0,1,689
1,80,0,0,0
1,36,0,1,0
1,36,0,0,0
1,24,0,1,0
2,41,0,0,2482
1,77,0,0,0
2,44,0,0,3286
2,37,0,1,0
1,31,0,0,0
2,46,0,0,836
2,31,0,0,2451
1,69,0,0,0
2,50,0,1,0
1,24,0,1,0
1,49,0,0,1355
2,52,0,0,0
1,48,0,1,0
2,42,0,1,0
2,22,0,1,0
2,58,0,0,0
1,20,0,0,0
1,33,0,0,4000
1,61,0,1,2723
1,27,0,0,0
1,24,0,1,0
2,73,0,0,4000
1,50,0,1,4000
1,72,0,0,2761
1,39,0,1,0
2,69,0,0,112
2,34,0,1,1009
2,56,0,1,0
1,26,0,0,1991
1,69,0,1,0
1,54,0,1,2465
1,32,0,0,0
2,42,0,1,4000
1,33,0,0,1763
1,42,0,1,0
2,29,0,0,4000
2,47,0,0,0
1,51,0,0,0
1,46,0,0,0
1,35,0,0,756
2,61,0,0,0
1,38,0,0,0
2,43,0,0,0
1,92,0,0,126
2,28,0,1,1443
1,39,0,1,1550
1,86,0,0,379
1,88,0,1,2422
1,79,0,0,0
2,67,0,0,0
1,55,0,0,1813
1,21,0,1,1637
2,51,0,1,2270
1,46,0,1,0
2,56,0,1,2307
1,29,0,1,0
1,31,0,0,0
1,56,0,0,0
2,53,0,0,1013
2,47,0,1,1994
1,79,0,1,0
1,84,0,1,0
2,46,0,0,0
1,70,0,1,0
1,46,0,1,2268
2,34,0,1,1436
2,37,0,1,3
1,75,0,1,0
1,24,0,1,0
1,30,0,1,0
1,68,0,0,0
1,65,0,1,0
1,91,0,1,0
1,92,0,0,477
1,72,0,1,300
2,65,0,1,0
1,41,0,0,2558
1,80,0,0,0
2,65,0,1,0
1,57,0,1,0
2,42,0,1,1793
2,49,0,1,4000
1,33,0,0,0
1,62,0,0,0
2,42,0,1,0
1,70,0,0,0
2,53,0,0,1588
2,76,0,0,93
1,33,0,0,1017
1,33,0,0,2
1,47,0,1,1580
1,39,0,0,0
2,41,0,0,1705
1,51,0,0,1826
2,75,0,1,0
1,39,0,0,0
2,58,0,0,0
1,79,0,0,0
1,70,0,1,1317
1,79,0,1,0
1,28,0,1,0
1,37,0,0,0
1,31,0,0,0
1,31,0,0,998
2,80,0,0,0
1,75,0,0,0
1,25,0,1,1412
2,26,0,0,0
1,45,0,1,0
2,87,0,0,3556
2,58,0,1,961
1,54,0,0,0
2,50,0,0,1121
1,40,0,0,665
1,30,0,0,4000
2,56,0,1,117
1,40,0,0,0
1,36,0,0,0
1,29,0,0,0
1,44,0,0,2546
1,88,0,0,661
2,40,0,0,339
2,34,0,1,3276
1,46,0,1,846
1,70,0,1,0
1,51,0,1,1776
1,78,0,1,0
1,76,0,1,222
2,60,0,1,202
2,38,0,1,0
2,66,0,1,0
1,83,0,1,467
1,52,0,1,1590
1,42,0,0,0
2,48,0,1,1606
1,58,0,1,0
1,46,0,1,2607
2,43,0,1,0
2,33,0,0,0
2,74,0,1,2959
2,35,0,0,0
